,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas,Sistemadeclimatización,Últimonúmerodelaplaca,TipodeMotor,Entradadesde,Cuotasdesde,Númerodecuotas
206,110000,10.4,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
207,94000,14.99,Otavalo,Negociable,USED,Renault,Todoterreno,Duster 2.0,,,,,,,,,,,,,,,,,,,,,,,
208,12000,31.9,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,,,,,,,
209,22000,28.6,Quito,Negociable,USED,Ram,Camioneta Cabina Simple,RAM 700 SLT,#1718702,11000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,5.0,Asistida,1400.0,Otro,Pichincha,,,,,,,,,,
210,167000,27.5,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
211,33485,15.6,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,,,,,,,
212,33485,15.6,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,,,,,,,
213,36000,13.9,Quito,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,,,,,,,
214,169,14.9,Quito,Negociable,USED,Suzuki,Hatchback (5 Puertas),GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,,,,,,,
215,32,16.5,Quito,Negociable,USED,Kia,Sedán,Soluto,,,,,,,,,,,,,,,,,,,,,,,
216,210000,13.99,Quito,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
217,83000,24.7,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
218,11300,11.2,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,,,,,,,
219,208884,14.9,Quito,Fijo,USED,Nissan,Todoterreno,X-Trail Xtreme,,,,,,,,,,,,,,,,,,,,,,,
220,60000,11.6,Quito,Negociable,USED,Faw,Todoterreno,D60,,,,,,,,,,,,,,,,,,,,,,,
221,93000,26.9,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,,,,,,,
222,50000,28.6,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai exclusive,,,,,,,,,,,,,,,,,,,,,,,
223,112654,28.6,Quito,Negociable,USED,Ford,Todoterreno,Edge ST,,,,,,,,,,,,,,,,,,,,,,,
224,181000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,,,,,,,
225,96000,10.9,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Fabia Sport GTI,,,,,,,,,,,,,,,,,,,,,,,
226,39000,81.0,Quito,Negociable,USED,Mercedes Benz,Sedán,C200 AMG,,,,,,,,,,,,,,,,,,,,,,,
227,166000,42.6,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,,,,,,,
228,32000,23.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker Premier,,,,,,,,,,,,,,,,,,,,,,,
229,90000,27.9,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,,,,,,,
230,32000,23.9,Quito,Negociable,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,,,,,,,,,,
231,90000,16.4,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE STEED 2.4 CD 4X2 TM,,,,,,,,,,,,,,,,,,,,,,,
232,125000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
233,67000,16.6,Quito,Negociable,USED,Chery,Todoterreno,Tiggo,,,,,,,,,,,,,,,,,,,,,,,
234,82000,19.4,Quito,Negociable,USED,Honda,Todoterreno Ligero,WR-V,,,,,,,,,,,,,,,,,,,,,,,
235,180000,11.9,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,,,,,,,
236,242000,19.6,Quito,Negociable,USED,Land Rover,Todoterreno,Discovery III,,,,,,,,,,,,,,,,,,,,,,,
237,33000,12.9,Quito,Negociable,USED,Shineray,Van de Carga,X30 CARGO,,,,,,,,,,,,,,,,,,,,,,,
238,89255,21.9,Quito,Fijo,USED,Toyota,Sedán,Prius Hybrido,,,,,,,,,,,,,,,,,,,,,,,
239,124210,15.9,Quito,Fijo,USED,Chery,Todoterreno,Tiggo 5,,,,,,,,,,,,,,,,,,,,,,,
240,302644,10.9,Quito,Fijo,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,,,,,,,
241,36340,16.9,Quito,Fijo,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,,,,,,,
242,55468,12.9,Quito,Fijo,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,,,,,,,
243,259545,9.9,Quito,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,,,,,,,
244,168635,18.9,Quito,Fijo,USED,Toyota,Todoterreno,4 Runner Limited,#1714612,166000 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 4,Blanco,1.0,Hidráulica,4000.0,Cuero,Tungurahua,GASOLINA,,,,,,,,,
245,91000,24.8,Atuntaqui,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,,,,,,,
246,221888,9.5,Quito,Negociable,USED,Kia,Sedán,Rio Xcite,,,,,,,,,,,,,,,,,,,,,,,
247,157,10.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,,,,,,,
248,58200,18.4,Quito,Fijo,USED,Suzuki,Todoterreno,S-Cross,,,,,,,,,,,,,,,,,,,,,,,
249,46500,11.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
250,46500,11.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,,,,,,,
251,99000,18.9,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T6,,,,,,,,,,,,,,,,,,,,,,,
252,86000,60.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X4,,,,,,,,,,,,,,,,,,,,,,,
253,22000,25.9,Quito,Negociable,USED,Ford,Todoterreno,Escape Limited Edition,,,,,,,,,,,,,,,,,,,,,,,
254,21700,23.4,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,,,,,,,
255,21700,23.4,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,,,,,,,
256,21700,23.4,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,,,,,,,
257,136000,10.9,Quito,Negociable,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,,,,,,,
258,147285,18.9,Quito,Negociable,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,,,,,,,,,,
259,203317,7.99,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Emotion,,,,,,,,,,,,,,,,,,,,,,,
260,26697,15.9,Quito,Negociable,USED,Kia,Sedán,Soluto,,,,,,,,,,,,,,,,,,,,,,,
261,418965,14.9,Quito,Negociable,USED,Toyota,Sedán,Yaris,,,,,,,,,,,,,,,,,,,,,,,
262,86000,60.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,,,,,,,
263,86000,60.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,,,,,,,
264,22000,25.9,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,,,,,,,
265,25000,23.4,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,,,,,,,
266,25000,23.4,Quito,Fijo,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,,,,,,,
267,74000,11.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,,,,,,,,,,
268,135000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,,,,,,,
269,81000,25.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,,,,,,,
270,135000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,,,,,,,
271,25000,23.4,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,,,,,,,
272,85000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
273,85000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,,,,,,,
274,85000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,,,,,,,
275,135000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
276,59000,18.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ Next Sport 2.4,,,,,,,,,,,,,,,,,,,,,,,
277,59000,18.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,,,,,,,
278,59000,18.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,,,,,,,
279,21000,21.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,#1673772,86000 Kms,Eléctricos,Automática,Gasolina,Climatizador Bi-Zona,4 x 4,Blanco,2.0,Electrónica,3500.0,Cuero,Pichincha,3.5L Ecoboost,,,,,,,,,
280,78000,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,,,,,,,
281,19000,17.9,Quito,Negociable,USED,Fiat,Coupé,500 LOUNGE,,,,,,,,,,,,,,,,,,,,,,,
282,89128,27.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage GT,,,,,,,,,,,,,,,,,,,,,,,
283,89128,27.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage R GTI LX AC,,,,,,,,,,,,,,,,,,,,,,,
284,89128,27.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage R GTI A\C 2.0 TM,,,,,,,,,,,,,,,,,,,,,,,
285,89128,27.9,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,,,,,,,
286,59000,18.9,Quito,Negociable,USED,Chevrolet,Todoterreno,GRAND VITARA SZ NEXT 2.4 4X2,,,,,,,,,,,,,,,,,,,,,,,
287,232000,6.0,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Fabia,,,,,,,,,,,,,,,,,,,,,,,
288,297833,17.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,,,,,,,
289,55720,25.5,Guayaquil,Fijo,USED,Chevrolet,Todoterreno,Equinox,,,,,,,,,,,,,,,,,,,,,,,
290,164382,26.3,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
291,164382,26.3,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,,,,,,,
292,36000,13.9,Quito,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,,,,,,,
293,31346,24.5,Guayaquil,Fijo,USED,Kia,Sedán,Optima,,,,,,,,,,,,,,,,,,,,,,,
294,68338,13.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,,,,,,,
295,20106,16.5,Quito,Negociable,USED,Baic,Todoterreno Ligero,X35,,,,,,,,,,,,,,,,,,,,,,,
296,177000,19.6,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX DOHC 2.4,,,,,,,,,,,,,,,,,,,,,,,
297,297833,17.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT SC,,,,,,,,,,,,,,,,,,,,,,,
298,121260,54.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT Lariat,,,,,,,,,,,,,,,,,,,,,,,
299,283260,9.3,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,,,,,,,
300,95000,18.9,Quito,Negociable,USED,Hyundai,Utilitario,Creta,,,,,,,,,,,,,,,,,,,,,,,
301,95000,18.9,Quito,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,,,,,,,
302,88000,53.0,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,,,,,,,
303,78000,12.9,Quito,Negociable,USED,Kia,Sedán,Cerato Forte,,,,,,,,,,,,,,,,,,,,,,,
304,0,31.6,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX 4X2 CD,,,,,,,,,,,,,,,,,,,,,,,
305,46500,22.9,Quito,Negociable,USED,Citroen,Crossover,C3 Aircross,,,,,,,,,,,,,,,,,,,,,,,
306,101800,8.9,Quito,Fijo,USED,Nissan,Sedán,Sentra,,,,,,,,,,,,,,,,,,,,,,,
307,231973,9.9,Quito,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara 5P 4X4,,,,,,,,,,,,,,,,,,,,,,,
308,20000,39.9,Quito,Negociable,USED,Skywell,Todoterreno Ligero,ET5-LV3,,,,,,,,,,,,,,,,,,,,,,,
309,119823,17.9,Quito,Fijo,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,,,,,,,
310,22105,30.9,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,New BT-50,,,,,,,,,,,,,,,,,,,,,,,
311,295327,8.9,Quito,Fijo,USED,Mahindra,Camioneta Cabina Simple,Pick UP CS,,,,,,,,,,,,,,,,,,,,,,,
312,59000,22.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,,,,,,,
313,43369,14.9,Quito,Fijo,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,,,,,,,
314,112000,20.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT SC,#1724454,297833 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 4,Plata,8.0,,5400.0,Cuero,Azuay,V8,,,,,,,,,
315,112000,20.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,,,,,,,
316,130000,29.9,Quito,Negociable,USED,Citroen,Van de Carga,Jumper,,,,,,,,,,,,,,,,,,,,,,,
317,70000,14.9,Quito,Negociable,USED,Citroen,Hatchback (5 Puertas),Berlingo,,,,,,,,,,,,,,,,,,,,,,,
318,22000,13.9,Quito,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,,,,,,,,,,
319,13000,18.9,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Polo,,,,,,,,,,,,,,,,,,,,,,,
320,185000,12.0,Manta,Negociable,USED,Mazda,Mini van (MPV),5,,,,,,,,,,,,,,,,,,,,,,,
321,34000,23.9,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,RICH,,,,,,,,,,,,,,,,,,,,,,,
322,142000,10.6,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Activo,,,,,,,,,,,,,,,,,,,,,,,
323,142000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
324,142000,10.6,Quito,Negociable,USED,Chevrolet,Hatchback (3 Puertas),Aveo,,,,,,,,,,,,,,,,,,,,,,,
325,61000,9.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,,,,,,,
326,61000,9.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,,,,,,,
327,112654,28.6,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,,,,,,,
328,34000,23.9,Quito,Negociable,USED,Changan,Camioneta Doble Cabina,HUNTER,,,,,,,,,,,,,,,,,,,,,,,
329,170000,10.4,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
330,105000,10.4,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,,,,,,,
331,137000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
332,48000,15.9,Quito,Fijo,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,,,,,,,
333,81000,14.2,Quito,Negociable,USED,Mazda,Todoterreno,CX7,,,,,,,,,,,,,,,,,,,,,,,
334,108000,14.99,Quito,Fijo,USED,Suzuki,Todoterreno,SZ Next Sport,,,,,,,,,,,,,,,,,,,,,,,
335,300000,7.99,Quito,Fijo,USED,Chevrolet,Todoterreno,Rodeo,,,,,,,,,,,,,,,,,,,,,,,
336,158146,11.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,,,,,,,
337,52000,17.3,Quito,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,,,,,,,
338,3000,37.9,Quito,Negociable,USED,Jeep,Todoterreno,Compass,,,,,,,,,,,,,,,,,,,,,,,
339,36000,12.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,,,,,,,,,,
340,114000,12.8,Manta,Fijo,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,,,,,,,
341,144345,22.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,,,,,,,
342,96000,23.9,Quito,Negociable,USED,Mercedes Benz,Todoterreno,ML500,,,,,,,,,,,,,,,,,,,,,,,
343,18000,24.5,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,,,,,,,
344,205000,11.6,Quito,Negociable,USED,Mazda,Sedán,3,,,,,,,,,,,,,,,,,,,,,,,
345,34000,16.9,Quito,Negociable,USED,DongFeng,Todoterreno,GLORY 580,,,,,,,,,,,,,,,,,,,,,,,
346,92000,16.9,Quito,Negociable,USED,Kia,Sedán,Optima,,,,,,,,,,,,,,,,,,,,,,,
347,117000,11.3,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
348,205000,11.6,Quito,Negociable,USED,Mazda,Sedán,3,,,,,,,,,,,,,,,,,,,,,,,
349,41000,12.4,Quito,Negociable,USED,Kia,Sedán,RIO EX,#1724001,48000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Blanco,3.0,Hidráulica,1400.0,Tela,Pichincha,,,,,,,,,,
350,34000,16.9,Quito,Negociable,USED,DFSK,Todoterreno,GLORY 580,,,,,,,,,,,,,,,,,,,,,,,
351,215000,22.5,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
352,62000,16.9,Quito,Negociable,USED,Jeep,Todoterreno,Compass Sport,,,,,,,,,,,,,,,,,,,,,,,
353,51000,43.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,,,,,,,
354,71773,27.9,Quito,Fijo,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,,,,,,,
355,137072,8.9,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,,,,,,,
356,142100,27.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,,,,,,,
357,110500,26.5,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,,,,,,,
358,21000,29.4,Quito,Negociable,USED,Toyota,Todoterreno,C-HR,,,,,,,,,,,,,,,,,,,,,,,
359,73612,25.5,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
360,130000,36.6,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,,,,,,,
361,29000,18.2,Quito,Negociable,USED,Toyota,Sedán,Yaris,,,,,,,,,,,,,,,,,,,,,,,
362,94000,22.5,Quito,Negociable,USED,BMW,Hatchback (5 Puertas),116i,,,,,,,,,,,,,,,,,,,,,,,
363,72000,6.9,Quito,Negociable,USED,Zotye,Hatchback (5 Puertas),Z100,,,,,,,,,,,,,,,,,,,,,,,
364,149800,13.5,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
365,77000,25.8,Ambato,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
366,45000,33.99,Otavalo,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,,,,,,,
367,120000,23.9,Quito,Negociable,USED,Mercedes Benz,Sedán,C230,,,,,,,,,,,,,,,,,,,,,,,
368,84507,25.9,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,
369,84507,25.9,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,,,,,,,
370,117161,12.8,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,,,,,,,
371,9000,18.9,Quito,Negociable,USED,Shineray,Todoterreno,SWM G01,,,,,,,,,,,,,,,,,,,,,,,
372,96000,16.9,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Turbo,,,,,,,,,,,,,,,,,,,,,,,
373,138609,27.9,Quito,Fijo,USED,Jeep,Todoterreno,Grand Cherokee Laredo,,,,,,,,,,,,,,,,,,,,,,,
374,96000,16.9,Quito,Negociable,USED,Great Wall,Todoterreno,H5 TURBO 4X4 AC,,,,,,,,,,,,,,,,,,,,,,,
375,35538,23.9,Quito,Fijo,USED,Mazda,Crossover,CX-3 ENTRY,,,,,,,,,,,,,,,,,,,,,,,
376,62448,12.9,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
377,62131,12.9,Quito,Fijo,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,,,,,,,
378,100,13.9,Quito,Fijo,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,,,,,,,
379,115510,17.9,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,,,,,,,
380,133246,26.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
381,87300,17.9,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T6,,,,,,,,,,,,,,,,,,,,,,,
382,115000,9.6,Quito,Negociable,USED,Faw,Camioneta Cabina Simple,T80,,,,,,,,,,,,,,,,,,,,,,,
383,66000,19.9,Quito,Negociable,USED,Kia,Crossover,NIRO,,,,,,,,,,,,,,,,,,,,,,,
384,66000,19.9,Quito,Negociable,USED,Mercedes Benz,Sedán,C230,#1320996,120000 Kms,Eléctricos,Tiptronic,Gasolina,Aire Acondicionado,4 x 2,Negro,5.0,Hidráulica,2500.0,Cuero,Pichincha,,,,,,,,,,
385,53000,22.9,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,,,,,,,
386,53000,22.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,,,,,,,
387,84000,11.4,Quito,Negociable,USED,Haval,Todoterreno,M4,,,,,,,,,,,,,,,,,,,,,,,
388,84000,11.4,Quito,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,,,,,,,
389,84000,11.4,Quito,Negociable,USED,Great Wall,Todoterreno,Haval M4,,,,,,,,,,,,,,,,,,,,,,,
390,151725,28.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
391,142000,10.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,,,,,,,
392,232696,8.9,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,,,,,,,
393,142000,10.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,,,,,,,
394,103000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,,,,,,,
395,59000,18.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,,,,,,,
396,59000,18.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,,,,,,,
397,103000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,,,,,,,
398,32000,23.9,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,,,,,,,
399,91000,13.9,Quito,Negociable,USED,JAC,Todoterreno,S3,,,,,,,,,,,,,,,,,,,,,,,
400,103000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
401,35000,13.9,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,,,,,,,
402,67000,16.6,Quito,Negociable,USED,Chery,Todoterreno,Tiggo 5,,,,,,,,,,,,,,,,,,,,,,,
403,115000,9.9,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,Cargo,,,,,,,,,,,,,,,,,,,,,,,
404,59000,18.9,Quito,Negociable,USED,Chevrolet,Crossover,VITARA SZ 2.4  NEXT,,,,,,,,,,,,,,,,,,,,,,,
405,152864,14.5,Quito,Negociable,USED,Mercedes Benz,Hatchback (5 Puertas),B200 Turbo,,,,,,,,,,,,,,,,,,,,,,,
406,73251,27.9,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
407,29000,14.4,Quito,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,,,,,,,
408,123900,10.3,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),GOL 1.6,,,,,,,,,,,,,,,,,,,,,,,
409,78102,12.9,Quito,Negociable,USED,Renault,Sedán,Logan Dynamique,,,,,,,,,,,,,,,,,,,,,,,
410,78102,12.9,Quito,Negociable,USED,Renault,Sedán,LOGAN EXPRESSION 1.6,,,,,,,,,,,,,,,,,,,,,,,
