,Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Motor(cilindraje),Placa,Tapizado,Dirección,Entrada desde,Cuotas desde,Número de cuotas,Tipo de Motor
213,2016,90000,14.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
214,2018,70000,37.9,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50,,,,,,,,,,,,,,,,,
215,2019,80000,17.9,Quito,Negociable,USED,Citroen,Mini van (MPV),Berlingo,,,,,,,,,,,,,,,,,
216,2006,200000,7.6,Quito,Negociable,USED,Peugeot,Sedán,407,,,,,,,,,,,,,,,,,
217,2013,171000,14.7,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
218,2013,15794,89.0,Quito,Negociable,USED,BMW,Coupé,640i,,,,,,,,,,,,,,,,,
219,2019,58000,8.8,Guayaquil,Negociable,USED,Chery,Hatchback (5 Puertas),Q5,,,,,,,,,,,,,,,,,
220,2021,72525,23.0,Quito,Negociable,USED,Kia,Todoterreno,Seltos,,,,,,,,,,,,,,,,,
221,2012,214000,17.8,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
222,2016,52713,83.9,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne S Hybrid,,,,,,,,,,,,,,,,,
223,2018,72000,38.8,Guayaquil,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
224,2011,2000009,9.9,Quito,Negociable,USED,Mazda,Camioneta Cabina Simple,BT-50,,,,,,,,,,,,,,,,,
225,2009,166000,11.0,Quito,Negociable,USED,Volkswagen,Sedán,JETTA EUROPA 2.0,,,,,,,,,,,,,,,,,
226,2013,52900,19.5,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x4 Diesel,,,,,,,,,,,,,,,,,
227,2022,26000,29.8,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
228,2020,79483,21.7,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
229,2019,115000,41.0,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,#1723002,51000 Kms,Eléctricos delanteros,Manual,Gasolina,Aire Acondicionado,4 x 2,Plomo,2.0,1800.0,Pichincha,Cuero,Hidráulica,,,,1.8
230,2015,220000,14.9,Quito,Negociable,USED,Ford,Todoterreno,Escape S Plus,,,,,,,,,,,,,,,,,
231,2008,43000,48.9,Quito,Negociable,USED,Mercedes Benz,Todoterreno,ML 550 AMG,,,,,,,,,,,,,,,,,
232,2019,60000,99.9,Quito,Negociable,USED,Ford,Todoterreno,RAPTOR,,,,,,,,,,,,,,,,,
233,2019,28000,44.8,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
234,1994,253000,8.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Blazer,,,,,,,,,,,,,,,,,
235,2004,80000,23.9,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,TITAN,,,,,,,,,,,,,,,,,
236,2018,76089,29.0,Ambato,Fijo,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
237,2014,78044,16.5,Ambato,Fijo,USED,Citroen,Hatchback (3 Puertas),DS3,,,,,,,,,,,,,,,,,
238,2018,104000,21.334,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
239,2008,150000,21.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,
240,2019,47900,16.5,Quito,Negociable,USED,Fiat,Coupé,500 LOUNGE,,,,,,,,,,,,,,,,,
241,2010,202276,20.9,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux CS 4x4,,,,,,,,,,,,,,,,,
242,2019,71000,12.6,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
243,2008,151972,11.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe Diesel,,,,,,,,,,,,,,,,,
244,1979,1,17.5,Ambato,Fijo,USED,Fiat,Coupé,128,,,,,,,,,,,,,,,,,
245,2019,148000,12.9,Cuenca,Negociable,USED,Great Wall,Todoterreno,Haval M4,,,,,,,,,,,,,,,,,
246,2013,46927,46.9,Quito,Negociable,USED,BMW,Coupé,335i,,,,,,,,,,,,,,,,,
247,2013,41700,59.99,Quito,Negociable,USED,Nissan,Todoterreno,Armada,,,,,,,,,,,,,,,,,
248,1993,90000,16.8,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser GX,,,,,,,,,,,,,,,,,
249,1997,116000,24.8,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser,,,,,,,,,,,,,,,,,
250,2014,110000,26.8,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
251,2015,135700,24.3,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
252,2014,55000,149.9,Quito,Negociable,USED,Porsche,Coupé,Carrera,,,,,,,,,,,,,,,,,
253,2019,51000,13.4,Quito,Negociable,USED,Great Wall,Sedán,C30 CONFORT,,,,,,,,,,,,,,,,,
254,2015,47000,11.5,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
255,2019,34000,10.7,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
256,2017,24186,179.9,Quito,Negociable,USED,Land Rover,Todoterreno,Range Rover Sport SVR,,,,,,,,,,,,,,,,,
257,2020,45000,13.3,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
258,2014,123781,12.9,Quito,Negociable,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,
259,2019,37000,12.8,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
260,2020,52000,13.3,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
261,2018,105000,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
262,2008,152000,9.9,Quito,Negociable,USED,Peugeot,Coupé,206 XR PREMIUM,,,,,,,,,,,,,,,,,
263,2012,133100,11.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
264,2021,28500,23.9,Quito,Negociable,USED,Nissan,Todoterreno,Armada,#1683605,41700 Millas,Eléctricos,Automática,Gasolina,Climatizador,,Negro,,5600.0,,Cuero,Asistida,,,,
265,2013,111000,15.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
266,2019,35000,59.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
267,2014,138000,20.5,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
268,2008,43500,69.9,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne GTS,,,,,,,,,,,,,,,,,
269,2022,12000,33.0,Quito,Negociable,USED,Ford,Todoterreno,Territory,,,,,,,,,,,,,,,,,
270,2021,2000,23.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
271,2022,22000,44.5,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,Ranger CD,,,,,,,,,,,,,,,,,
272,2022,20000,24.9,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,
273,2020,48300,34.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,Ranger CD,,,,,,,,,,,,,,,,,
274,2018,101000,14.3,Quito,Negociable,USED,Chevrolet,Coupé,Cavalier,,,,,,,,,,,,,,,,,
275,2019,28000,43.9,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
276,2019,15000,34.9,Quito,Negociable,USED,Jeep,Todoterreno,Compass Trailhawk,,,,,,,,,,,,,,,,,
277,2019,80000,18.2,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
278,2022,28000,15.5,Loja,Fijo,USED,Hyundai,Hatchback (5 Puertas),Grand I10 HB,,,,,,,,,,,,,,,,,
279,2011,164753,14.5,Ambato,Fijo,USED,Volkswagen,Sedán,Jetta Trendline 2.0 TM,,,,,,,,,,,,,,,,,
280,2015,60000,49.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,
281,1978,100000,11.9,Quito,Negociable,USED,Autobianchi,Hatchback (3 Puertas),Abarth,,,,,,,,,,,,,,,,,
282,2019,35139,26.9,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
283,2018,1111,15.5,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
284,2020,25291,36.0,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
285,2006,241304,7.9,Quito,Negociable,USED,Chevrolet,Sedán,Optra Limited,,,,,,,,,,,,,,,,,
286,2017,69830,33.2,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
287,2011,164945,15.9,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
288,2007,381000,13.9,Quito,Negociable,USED,Ssangyong,Camioneta Doble Cabina,Korando Sport,,,,,,,,,,,,,,,,,
289,2012,75000,17.9,Ambato,Negociable,USED,Nissan,Todoterreno,Juke,,,,,,,,,,,,,,,,,
290,2009,174833,9.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
291,2014,99327,7.99,Quito,Fijo,USED,Changhe,Hatchback (5 Puertas),splash,,,,,,,,,,,,,,,,,
292,2015,152009,9.99,Quito,Fijo,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,
293,2007,291678,12.99,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
294,2019,104687,11.99,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
295,2015,120008,8.99,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
296,2014,140098,14.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
297,2004,305695,7.99,Quito,Fijo,USED,Kia,Todoterreno,Sportage Wagon,,,,,,,,,,,,,,,,,
298,2006,364332,6.9,Quito,Negociable,USED,Kia,Mini van (MPV),Carens,,,,,,,,,,,,,,,,,
299,2020,49577,12.99,Quito,Fijo,USED,Hyundai,Todoterreno,TUCSON TL,#1715491,35139 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,3.0,2000.0,Pichincha,Tela,Electrónica,,,,
300,2020,51684,13.9,Quito,Negociable,USED,Shineray,Van Pasajeros,X30L,,,,,,,,,,,,,,,,,
301,2019,76000,96.0,Cuenca,Negociable,USED,Ford,Todoterreno,RAPTOR,,,,,,,,,,,,,,,,,
302,2023,3000,49.99,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Colorado,,,,,,,,,,,,,,,,,
303,2019,100000,11.9,Quito,Negociable,USED,Shineray,Van Pasajeros,X30L,,,,,,,,,,,,,,,,,
304,2022,71000,11.5,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
305,2013,302557,8.3,Quito,Negociable,USED,Hyundai,Hatchback (5 Puertas),GRAN I10,,,,,,,,,,,,,,,,,
306,2015,11300,15.5,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
307,2020,24000,28.9,Quito,Negociable,USED,Kia,Crossover,Sportage Europa,,,,,,,,,,,,,,,,,
308,2009,193000,8.9,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
309,2017,76000,28.5,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok 4x4,,,,,,,,,,,,,,,,,
310,2018,80000,14.9,Ambato,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
311,2018,146000,20.0,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
312,2019,33724,35.8,Ambato,Fijo,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
313,2020,26548,36.8,Ambato,Fijo,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
314,2020,42952,19.8,Ambato,Fijo,USED,Toyota,Hatchback (5 Puertas),Yaris Sport,,,,,,,,,,,,,,,,,
315,2016,109000,24.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
316,2024,17000,32.9,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,
317,2022,28000,14.9,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,
318,2011,132000,15.5,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
319,2023,154,24.9,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
320,2019,85000,12.9,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
321,2018,64000,12.9,Quito,Fijo,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
322,2021,21000,20.9,Quito,Negociable,USED,VGV WEICHAI,Otro,U70 CONFORT MT,,,,,,,,,,,,,,,,,
323,1998,214000,6.9,Quito,Fijo,USED,Hyundai,Coupé,Accent,,,,,,,,,,,,,,,,,
324,1949,700000,26.9,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F100,,,,,,,,,,,,,,,,,
325,2017,78000,18.9,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
326,2023,40000,39.9,Quito,Negociable,USED,Baic,Todoterreno,BJ40L LUXURY 4X4,,,,,,,,,,,,,,,,,
327,2011,54000,12.5,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Gol Power,,,,,,,,,,,,,,,,,
328,2015,35391,144.99,Quito,Negociable,USED,BMW,Todoterreno,X6 M,,,,,,,,,,,,,,,,,
329,2022,10000,17.9,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
330,2017,140000,15.9,Quito,Negociable,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
331,2005,169000,6.9,Quito,Negociable,USED,Skoda,Sedán,Fabia,,,,,,,,,,,,,,,,,
332,2018,45000,21.5,Quito,Negociable,USED,Mazda,Crossover,CX-3 ENTRY,,,,,,,,,,,,,,,,,
333,2019,11083,62.9,Quito,Negociable,USED,Audi,Coupé,A5,,,,,,,,,,,,,,,,,
334,2017,8836,154.99,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,#1722506,28000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Crema,3.0,1600.0,Pichincha,Tela,Hidráulica,,,,1.6
335,2017,59493,39.0,Ambato,Negociable,USED,BMW,Todoterreno,X1,,,,,,,,,,,,,,,,,
336,2022,11000,26.9,Cuenca,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,
337,2018,139000,15.9,Cuenca,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,
338,2014,33254,129.99,Quito,Negociable,USED,Mercedes Benz,Sedán,S 550,,,,,,,,,,,,,,,,,
339,2022,64000,31.9,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
340,2018,60000,88.0,Cuenca,Negociable,USED,Ford,Todoterreno,RAPTOR,,,,,,,,,,,,,,,,,
341,1992,57000,9.4,Quito,Negociable,USED,Suzuki,Hatchback (3 Puertas),Forsa 2,,,,,,,,,,,,,,,,,
342,2009,380000,16.8,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
343,2018,39000,19.4,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
344,2020,14991,18.5,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),208,,,,,,,,,,,,,,,,,
345,2019,72589,23.0,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
346,2016,115000,14.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
347,2019,63500,16.5,Quito,Fijo,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
348,2014,46638,159.9,Quito,Negociable,USED,Land Rover,Todoterreno,Range Rover AutoBiography,,,,,,,,,,,,,,,,,
349,2017,138000,33.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
350,2007,269000,16.9,Quito,Negociable,USED,Toyota,Todoterreno,Prado 3P,,,,,,,,,,,,,,,,,
351,2019,78967,19.0,Quito,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
352,2020,27000,34.9,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
353,2015,110171,54.0,Ambato,Fijo,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
354,2021,16000,22.9,Quito,Negociable,USED,Toyota,Todoterreno,Rush,,,,,,,,,,,,,,,,,
355,2020,4300,86.9,Quito,Negociable,USED,Mercedes Benz,Hatchback (5 Puertas),A35,,,,,,,,,,,,,,,,,
356,2020,58909,18.7,Quito,Negociable,USED,Kia,Todoterreno,Soul,,,,,,,,,,,,,,,,,
357,2020,55963,59.99,Quito,Negociable,USED,Kia,Sedán,Stinger GT Line,,,,,,,,,,,,,,,,,
358,2020,37390,18.0,Quito,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
359,2018,78693,32.0,Quito,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
360,2018,85000,22.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
361,2007,139119,10.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV D-MAX 3.5L V6 CD GLS TM 4X,,,,,,,,,,,,,,,,,
362,1999,345176,8.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
363,2019,69247,16.9,Quito,Negociable,USED,Kia,Sedán,Rio,,,,,,,,,,,,,,,,,
364,2014,2525,11.99,Quito,Fijo,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,
365,1996,150483,5.9,Quito,Negociable,USED,Chevrolet,Hatchback (3 Puertas),Forsa 1,,,,,,,,,,,,,,,,,
366,2006,224138,6.9,Quito,Negociable,USED,Mazda,Sedán,Allegro,,,,,,,,,,,,,,,,,
367,2013,149296,10.9,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
368,2013,88396,13.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
369,2019,39844,23.9,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,#1717146,27000 Kms,Eléctricos,Automática,Gasolina,Climatizador,AWD,Azul,1.0,2000.0,Tungurahua,Cuero,Hidráulica,,,,2.0 TFSI
370,2020,94000,34.8,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-max Crdi 2.5 CD 4x4 TM Diesel,,,,,,,,,,,,,,,,,
371,2022,20000,14.2,Cuenca,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
372,2014,29611,42.9,Quito,Negociable,USED,BMW,Sedán,ACTIVE 5 HYBRID,,,,,,,,,,,,,,,,,
373,2019,75000,43.9,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
374,2020,36000,27.4,Cuenca,Negociable,USED,Kia,Crossover,Sportage Europa,,,,,,,,,,,,,,,,,
375,2012,103790,26.5,Ambato,Fijo,USED,Ford,Todoterreno,Expedition,,,,,,,,,,,,,,,,,
376,2009,68000,8.9,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),207,,,,,,,,,,,,,,,,,
377,2022,8000,15.4,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),JOY,,,,,,,,,,,,,,,,,
378,2013,172000,18.7,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
379,2016,129000,16.5,Cuenca,Fijo,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
380,2017,67546,39.9,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
381,2017,119000,39.9,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
382,2005,179000,7.7,Ambato,Negociable,USED,Volkswagen,Hatchback (3 Puertas),Fox,,,,,,,,,,,,,,,,,
383,2006,221000,34.9,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne S,,,,,,,,,,,,,,,,,
384,2016,111000,22.4,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
385,2015,140360,24.0,Ambato,Fijo,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
386,1993,416000,19.8,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux,,,,,,,,,,,,,,,,,
387,2020,29552,20.5,Ambato,Fijo,USED,MG,Sedán,MG6,,,,,,,,,,,,,,,,,
388,2013,65489,12.5,Quito,Negociable,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,
389,2019,39100,44.0,Ambato,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Golf GTI,,,,,,,,,,,,,,,,,
390,2011,250000,5.9,Quito,Fijo,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
391,2020,67000,24.9,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,
392,2020,23000,14.99,Quito,Fijo,USED,Kia,Hatchback (5 Puertas),Picanto GT Limited,,,,,,,,,,,,,,,,,
393,1990,405000,12.8,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser,,,,,,,,,,,,,,,,,
394,2016,140000,31.9,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50,,,,,,,,,,,,,,,,,
395,2018,52986,53.5,Ambato,Fijo,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
396,2017,93617,27.0,Ambato,Fijo,USED,Volkswagen,Camioneta Doble Cabina,Amarok TSI,,,,,,,,,,,,,,,,,
397,2022,16000,19.0,Quito,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Polo,,,,,,,,,,,,,,,,,
398,1994,337000,13.9,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser,,,,,,,,,,,,,,,,,
399,2017,103566,15.9,Quito,Negociable,USED,Kia,Crossover,NIRO,,,,,,,,,,,,,,,,,
400,2019,85032,8.99,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
401,2003,128442,18.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV Dmax CD V6,,,,,,,,,,,,,,,,,
402,2009,99641,38.0,Ambato,Fijo,USED,BMW,Todoterreno,X5 3.0i,,,,,,,,,,,,,,,,,
403,2016,75727,27.8,Ambato,Fijo,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
404,2023,0,23.99,Ambato,Fijo,USED,MG,Sedán,MG6,#1710089,29552 Kms,Eléctricos,Tiptronic,Gasolina,Climatizador Bi-Zona,4 x 2,Blanco,6.0,1500.0,Guayas,Cuero,Hidráulica,,,,IMPECABLE
405,2023,0,25.99,Ambato,Fijo,NEW,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
406,2023,0,20.5,Ambato,Fijo,NEW,Shineray,Crossover,SWM G01,,,,,,,,,,,,,,,,,
407,2014,128000,21.0,Santa Lucía,Negociable,USED,Toyota,Sedán,Camry Hibrido,,,,,,,,,,,,,,,,,
408,2003,128442,18.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
409,2013,130000,13.9,Quito,Fijo,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
410,2018,90000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
411,1994,270000,6.5,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
412,2003,128442,18.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV V6 CD,,,,,,,,,,,,,,,,,
413,2008,199000,11.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
414,2011,132000,9.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Rio Xcite,,,,,,,,,,,,,,,,,
415,2014,68000,34.9,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
416,2005,464654,14.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
417,2014,139000,31.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker,,,,,,,,,,,,,,,,,
418,2014,140000,34.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 FX4,,,,,,,,,,,,,,,,,
419,2012,120000,24.9,Quito,Negociable,USED,BMW,Todoterreno,X5 3.0i,,,,,,,,,,,,,,,,,
420,2018,55000,9.9,Quito,Negociable,USED,Mazda,Sedán,6,,,,,,,,,,,,,,,,,
421,2014,121180,8.99,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Sail,,,,,,,,,,,,,,,,,
422,2009,265192,19.5,Quito,Fijo,USED,Volkswagen,Sedán,Jetta,,,,,,,,,,,,,,,,,
423,2015,96558,7.9,Ambato,Fijo,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
424,2002,174726,14.99,Quito,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
425,2007,269120,17.0,Ambato,Fijo,USED,Ford,Camioneta Doble Cabina,Sport Track,,,,,,,,,,,,,,,,,
426,2018,102158,13.9,Ambato,Fijo,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,
427,2023,1235,54.9,Quito,Negociable,USED,DFSK,Van Pasajeros,K07S VAN,,,,,,,,,,,,,,,,,
428,2020,71000,42.5,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
